Segment,1,2,3,4,Total
t440,5.533956630010976e-9,6.156158750533339e-9,1.0150592349171992e-8,2.89068342984346e-8,5.074754202815091e-8
t441,5.475377014122241e-9,6.083752166328511e-9,9.955230638654355e-9,2.7376870941560884e-8,4.889123076066599e-8
t442,5.475377011459062e-9,6.083752164281734e-9,9.955230635000116e-9,2.7376871152090357e-8,4.889123096283127e-8
t443,5.475377012778024e-9,6.083752167117786e-9,9.955230644060455e-9,2.737687141529031e-8,4.8891231239246575e-8
t444,5.475377015291434e-9,6.083752170671254e-9,9.955230654038784e-9,2.7376871544988737e-8,4.889123138499021e-8
t445,5.475377009937877e-9,6.083752163335849e-9,9.955230633734834e-9,2.7376871306017135e-8,4.8891231113025696e-8
t446,5.475377010112415e-9,6.08375216370437e-9,9.95523063485632e-9,2.7376871339512834e-8,4.889123114818594e-8
t447,5.475377009696714e-9,6.083752162577368e-9,9.955230631055905e-9,2.737687120937599e-8,4.889123101270597e-8
t448,5.475377012640211e-9,6.0837521655092515e-9,9.955230637752948e-9,2.737687112029994e-8,4.8891230936202354e-8
t449,5.4753770337104055e-9,6.083752191436258e-9,9.95523070642585e-9,2.7376871551799127e-8,4.889123148337164e-8
t450,5.533956959900899e-9,6.156159160861688e-9,1.0150593466043887e-8,2.8906843603134464e-8,5.0747553189940937e-8
t451,5.654283993535801e-9,6.305429785931737e-9,1.0562904160092054e-8,3.252200619912679e-8,5.5044624138686385e-8
t452,5.654276026571395e-9,6.3054198811750765e-9,1.0562876367235325e-8,3.252174343360105e-8,5.504431570858284e-8
t453,5.654275955632131e-9,6.305419791518524e-9,1.0562876113881912e-8,3.252174074747716e-8,5.504431260850973e-8
t454,5.558171739722108e-9,6.186139898936837e-9,1.0232360849635784e-8,2.9579992678839764e-8,5.1556665167134495e-8
t455,5.562574550588587e-9,6.191594259396957e-9,1.0247292432454601e-8,2.9705117678960975e-8,5.170657892140112e-8
t456,5.5537678406013465e-9,6.18068514261489e-9,1.0217445332927249e-8,2.9455684812333403e-8,5.140758312847689e-8
t457,5.553766546105798e-9,6.1806835318642074e-9,1.0217440921946213e-8,2.945564679273941e-8,5.140753779265563e-8
t458,5.533957121631214e-9,6.156159328409052e-9,1.0150593880592259e-8,2.8906841032636005e-8,5.074755136326853e-8
t459,5.533956910097423e-9,6.156159063369363e-9,1.0150593156040046e-8,2.89068345737158e-8,5.074754370322263e-8
t460,5.533956914768522e-9,6.156159067391366e-9,1.0150593164908588e-8,2.8906834322469343e-8,5.074754346953782e-8
t461,5.533956904355682e-9,6.1561590546265925e-9,1.0150593130466523e-8,2.8906834084551264e-8,5.074754317400006e-8
t462,5.533956947596158e-9,6.156159111390134e-9,1.0150593288988084e-8,2.8906835994167582e-8,5.0747545342141955e-8
t463,5.543844722587857e-9,6.168397780094612e-9,1.0183909687545664e-8,2.9178680324774395e-8,5.107483251500253e-8
t464,5.47537701919542e-9,6.083752151450315e-9,9.955230572081562e-9,2.7376866960788285e-8,4.8891226703515586e-8
t465,5.475377011523265e-9,6.083752149383156e-9,9.955230576084871e-9,2.7376868291501216e-8,4.889122802849251e-8
t466,5.475377015496694e-9,6.0837521590867565e-9,9.955230607817032e-9,2.7376869321195816e-8,4.88912291035963e-8
t467,5.475377025412748e-9,6.0837521733356085e-9,9.955230648238999e-9,2.7376869943292725e-8,4.889122979028008e-8
t468,5.475377018684809e-9,6.083752165345267e-9,9.955230627280671e-9,2.7376869845572277e-8,4.8891229656883025e-8
t469,5.475377016138738e-9,6.083752161240074e-9,9.955230615166227e-9,2.7376869612217738e-8,4.8891229404762775e-8
t470,5.475377010601864e-9,6.083752152655525e-9,9.95523059024781e-9,2.7376869168491293e-8,4.889122892199649e-8
t471,5.4753770350692605e-9,6.08375218196864e-9,9.95523066687474e-9,2.7376869516954305e-8,4.8891229400866946e-8
t472,5.528101970031043e-9,6.148914412826708e-9,1.0130912098426807e-8,2.8747796680810015e-8,5.055572516209458e-8
t473,5.5537677676108085e-9,6.180685061202093e-9,1.0217445121431149e-8,2.9455684884298537e-8,5.1407582834542585e-8
t474,5.558167909753932e-9,6.186135149103559e-9,1.0232347828767932e-8,2.957988255062672e-8,5.1556533438252143e-8
t475,5.5637111772432e-9,6.193002533152461e-9,1.0251150730309162e-8,2.9737574089571744e-8,5.1745438530276564e-8
t476,5.863370040668677e-9,6.566557335597839e-9,1.1316793916041681e-8,4.0913760542206245e-8,6.466048183451444e-8
t477,5.563711301165273e-9,6.1930026884326745e-9,1.0251151159840287e-8,2.9737578103710177e-8,5.174544325314841e-8
t478,5.558168446568179e-9,6.1861358140196e-9,1.0232349652406811e-8,2.9579897654200035e-8,5.1556551567194625e-8
t479,5.558167999775241e-9,6.186135253951265e-9,1.0232348107506157e-8,2.957988350530912e-8,5.1556534866541784e-8
t480,5.5581679337535696e-9,6.186135164539168e-9,1.0232347852543229e-8,2.9579879973334862e-8,5.155653092417083e-8
t481,5.558165776122577e-9,6.186132484737565e-9,1.0232340511354463e-8,2.95798173612686e-8,5.155645613348321e-8
t482,5.5537678395938025e-9,6.180685125849969e-9,1.0217445265802937e-8,2.9455681262399485e-8,5.14075794936462e-8
t483,5.543844482291382e-9,6.168397472634357e-9,1.018390883445907e-8,2.917867127494018e-8,5.107482206432499e-8
t484,5.533956959064781e-9,6.156159120549882e-9,1.0150593305478459e-8,2.890683512325645e-8,5.074754450834957e-8
t485,5.533956935832862e-9,6.156159092056505e-9,1.0150593228453127e-8,2.8906834566744126e-8,5.074754382308662e-8
t486,5.533957028703703e-9,6.1561592093031284e-9,1.015059355029694e-8,2.8906837612804365e-8,5.0747547401108134e-8
t487,5.543844582027172e-9,6.168397602419339e-9,1.018390919674572e-8,2.917867552758908e-8,5.107482690878131e-8
t488,5.545632378289259e-9,6.1706109910338985e-9,1.0189943736696992e-8,2.9228270515389805e-8,5.1134457621409956e-8
t489,5.533956949855904e-9,6.1561591312842695e-9,1.0150593363174072e-8,2.8906839801438415e-8,5.074754924575266e-8
t490,5.5339567257393464e-9,6.156158860221875e-9,1.0150592634379623e-8,2.8906835090169307e-8,5.074754331051015e-8
t491,5.475377969778936e-9,6.08375333923291e-9,9.955233768828457e-9,2.737689341598653e-8,4.889125849382683e-8
t492,5.4753775127189224e-9,6.083752776806242e-9,9.955232265047659e-9,2.7376882385193338e-8,4.889124493976616e-8
t493,5.475377036728088e-9,6.083752189546431e-9,9.955230693293806e-9,2.737687062999515e-8,4.889123054956347e-8
t494,5.475377034032327e-9,6.083752185549425e-9,9.955230681832534e-9,2.737687042833577e-8,4.889123032975006e-8
t495,5.4753770634720066e-9,6.083752221203132e-9,9.955230776226773e-9,2.7376870992838902e-8,4.8891231053740814e-8
t496,5.5281006893434e-9,6.148912832500471e-9,1.0130907812332611e-8,2.8747762825003484e-8,5.055568415917996e-8
t497,5.533956944011524e-9,6.1561591353313896e-9,1.0150593388216684e-8,2.8906842007381797e-8,5.07475514749414e-8
t498,5.553768108866752e-9,6.18068549072132e-9,1.0217446304046136e-8,2.9455695822789936e-8,5.1407595726424144e-8
t499,5.558167989795011e-9,6.186135255196604e-9,1.0232348130061762e-8,2.9579886357630576e-8,5.1556537732683954e-8
t500,5.558168222089273e-9,6.18613554646254e-9,1.0232348934130685e-8,2.9579893682067755e-8,5.1556546384750254e-8
t501,5.785607990405983e-9,6.469179818782121e-9,1.1030641004309256e-8,3.740549682171459e-8,6.069092563521195e-8
t502,5.558168138387201e-9,6.1861354354105185e-9,1.0232348619252317e-8,2.957988971899756e-8,5.15565419120476e-8
t503,5.553768167631719e-9,6.1806855537991395e-9,1.021744646389605e-8,2.9455695408073628e-8,5.140759559340054e-8
t504,5.553767759785361e-9,6.180685040517285e-9,1.0217445051148481e-8,2.945568219345752e-8,5.1407580044908646e-8
t505,2.4463283706866506e-9,2.719735533872791e-9,4.46713555015319e-9,1.2495094371127655e-8,2.2128293825840288e-8
t506,2.446328355906006e-9,2.719735514870281e-9,4.467135497978429e-9,1.249509384694127e-8,2.2128293215695986e-8
t507,2.4490736076633437e-9,2.7231291133931816e-9,4.476297991137381e-9,1.256704504846135e-8,2.2215545760655256e-8
t508,2.4490736340890436e-9,2.7231291460646225e-9,4.476298079413514e-9,1.2567045744327887e-8,2.2215546603895067e-8
t509,2.449073611079064e-9,2.723129118407114e-9,4.476298005695289e-9,1.2567045294123683e-8,2.221554602930515e-8
t510,2.4490736123437595e-9,2.723129122123578e-9,4.4762980184655215e-9,1.2567045745079314e-8,2.2215546498012174e-8
t511,2.4335009731682683e-9,2.7038899647833796e-9,4.424547273596063e-9,1.216750321556654e-8,2.172944142711425e-8
t512,2.4335008943483482e-9,2.7038898688529423e-9,4.4245470186179234e-9,1.216750151279638e-8,2.1729439294615595e-8
t513,2.433500892976586e-9,2.7038898675536153e-9,4.424547015725326e-9,1.2167501561313357e-8,2.172943933756888e-8
t514,2.4335008927760214e-9,2.7038898674746067e-9,4.424547015770775e-9,1.2167501590423244e-8,2.1729439366444648e-8
t515,2.433500892672833e-9,2.7038898674922993e-9,4.424547016015442e-9,1.2167501617221644e-8,2.172943939340222e-8
t516,2.433500892589478e-9,2.703889867377307e-9,4.424547015698362e-9,1.2167501615193324e-8,2.172943939085847e-8
t517,2.4335008925691464e-9,2.703889867229198e-9,4.4245470151564455e-9,1.216750159331848e-8,2.172943936827327e-8
t518,2.4335008927247474e-9,2.703889867322183e-9,4.42454701524429e-9,1.2167501576914018e-8,2.172943935220524e-8
t519,2.4335008928223675e-9,2.7038898672169896e-9,4.424547014653473e-9,1.2167501535592095e-8,2.1729439310284924e-8
t520,2.4335008930492106e-9,2.703889867337537e-9,4.424547014736019e-9,1.2167501509367106e-8,2.1729439284489872e-8
t521,2.4335008931124006e-9,2.7038898674227983e-9,4.4245470149592225e-9,1.2167501510391708e-8,2.1729439285886127e-8
t522,2.433500894950686e-9,2.7038898699488164e-9,4.424547021985214e-9,1.2167501587773285e-8,2.1729439374658002e-8
t523,2.445161093361861e-9,2.7182928448631714e-9,4.463244841620425e-9,1.2464702649547515e-8,2.209140142939297e-8
t524,2.4776799732976487e-9,2.7585421858149114e-9,4.572795607308789e-9,1.3358463711865415e-8,2.3167481478286765e-8
t525,2.486727640706502e-9,2.7697619899915873e-9,4.603709442146499e-9,1.3625752147572237e-8,2.3485951220416826e-8
t526,2.4958405655189817e-9,2.7810721145131196e-9,4.635040430334018e-9,1.390392208337696e-8,2.381587519374308e-8
t527,2.4867272671700685e-9,2.7697615236251487e-9,4.6037081493589225e-9,1.3625740274235662e-8,2.3485937214389802e-8
t528,2.4867272119671942e-9,2.7697614530409e-9,4.60370795151724e-9,1.3625738157129116e-8,2.348593477365445e-8
t529,2.46131989068776e-9,2.7382779830386115e-9,4.517378900209177e-9,1.2896300840029204e-8,2.2613277613964752e-8
t530,2.4490739905843984e-9,2.723129588015504e-9,4.476299275005586e-9,1.2567055343107506e-8,2.2215558196712996e-8
t531,2.4490736458435006e-9,2.7231291614073583e-9,4.476298121819352e-9,1.2567046201371994e-8,2.2215547130442203e-8
t532,2.449073654014222e-9,2.7231291714788336e-9,4.476298149007329e-9,1.2567046413601386e-8,2.221554738810177e-8
t533,2.4490736194801498e-9,2.723129129496972e-9,4.47629803648402e-9,1.2567045645814262e-8,2.2215546431275404e-8
t534,2.452325353521818e-9,2.727149930266967e-9,4.4871729851409895e-9,1.2653138780494797e-8,2.231978704942457e-8
t535,2.445161074474839e-9,2.7182928198539483e-9,4.463244772125418e-9,1.2464701864762677e-8,2.2091400531216882e-8
t536,2.43350089517428e-9,2.703889870036304e-9,4.4245470219711134e-9,1.216750155877947e-8,2.1729439345961167e-8
t537,2.433500893203901e-9,2.703889867774245e-9,4.424547016207925e-9,1.2167501552115474e-8,2.1729439329301545e-8
t538,2.433500892962013e-9,2.7038898675556704e-9,4.424547015756027e-9,1.2167501564190164e-8,2.1729439340463874e-8
t539,2.4335008928646873e-9,2.7038898675057844e-9,4.424547015737504e-9,1.2167501578934254e-8,2.172943935504223e-8
t540,2.4335008929980615e-9,2.7038898676508558e-9,4.4245470160866e-9,1.2167501576453811e-8,2.172943935318933e-8
t541,2.4335008934901264e-9,2.7038898681997447e-9,4.424547017426436e-9,1.2167501572772884e-8,2.172943935188919e-8
t542,2.4335008937660503e-9,2.7038898685126725e-9,4.424547018199242e-9,1.216750157245636e-8,2.1729439352934323e-8
t543,2.43350089477272e-9,2.7038898695829933e-9,4.424547020804935e-9,1.2167501560888244e-8,2.172943934604889e-8
t544,2.433500894710307e-9,2.7038898693216254e-9,4.42454701985476e-9,1.2167501525732034e-8,2.1729439309618726e-8
t545,2.433500895296876e-9,2.703889870081942e-9,4.424547021926839e-9,1.2167501543829366e-8,2.1729439331135024e-8
t546,2.4335010879474642e-9,2.7038901081405593e-9,4.424547659554982e-9,1.2167506377181852e-8,2.1729445232824858e-8
t547,2.456934891454239e-9,2.7328517182209053e-9,4.502629987332173e-9,1.2776821690547261e-8,2.246923828755458e-8
t548,2.47170586323077e-9,2.751138919202723e-9,4.552487854919764e-9,1.3186624743464035e-8,2.296195738081729e-8
t549,2.4717059561899566e-9,2.7511390344311347e-9,4.552488170654609e-9,1.318662740284189e-8,2.2961960564117588e-8
t550,2.4654140840772316e-9,2.7433463613944867e-9,4.531189409296061e-9,1.30094990430004e-8,2.274944889776818e-8
t551,2.471706111006891e-9,2.7511392233076652e-9,4.552488684403418e-9,1.318663121113374e-8,2.2961965229851714e-8
t552,2.471706129300633e-9,2.751139243920424e-9,4.552488738249071e-9,1.3186631304557288e-8,2.2961965416027415e-8
t553,2.4717060957674172e-9,2.751139200877432e-9,4.552488618354965e-9,1.3186630031390009e-8,2.296196394638982e-8
t554,2.47170420461764e-9,2.751136857078763e-9,4.552482198808666e-9,1.3186576015846337e-8,2.2961899276351406e-8
t555,2.47170403916225e-9,2.751136651682089e-9,4.552481635694995e-9,1.3186571222882206e-8,2.2961893549421542e-8
t556,2.4717048008187483e-9,2.7511375952895742e-9,4.5524842195971955e-9,1.3186592893952714e-8,2.296191950965823e-8
t557,2.4717049024341597e-9,2.7511377218826513e-9,4.5524845672001726e-9,1.3186595938314845e-8,2.296192312983183e-8
t558,2.4717060894637463e-9,2.751139194542676e-9,4.552488602946153e-9,1.3186630177252778e-8,2.2961964064205355e-8
t559,2.449073733483729e-9,2.7231292749167836e-9,4.476298434981148e-9,1.2567049479112998e-8,2.2215550922494657e-8
t560,2.4412609906160402e-9,2.713473630536626e-9,4.45026733601311e-9,1.2364010424175089e-8,2.1969012381340864e-8
t561,2.433500899689639e-9,2.703889875991244e-9,4.424547038334408e-9,1.2167501728718677e-8,2.172943954273397e-8
t562,2.433500896281188e-9,2.703889871807011e-9,4.4245470271938135e-9,1.2167501654218281e-8,2.1729439449500294e-8
t563,2.4335008943066885e-9,2.703889869392416e-9,4.424547020810973e-9,1.216750161743986e-8,2.1729439401949936e-8
t564,2.4335008933443627e-9,2.703889868125169e-9,4.424547017366758e-9,1.2167501586682773e-8,2.1729439365519062e-8
t565,2.4335008932004354e-9,2.7038898677804878e-9,4.424547016229636e-9,1.216750155560749e-8,2.1729439332818048e-8
t566,2.433500893637517e-9,2.7038898682754603e-9,4.424547017452121e-9,1.21675015540501e-8,2.1729439333415197e-8
t567,2.4335008938946364e-9,2.7038898684351454e-9,4.424547017649571e-9,1.216750152844445e-8,2.1729439308423804e-8
t568,2.433500893691971e-9,2.703889868012969e-9,4.424547016296728e-9,1.2167501493499335e-8,2.1729439271501002e-8
t569,2.4335008936080063e-9,2.7038898679546267e-9,4.424547016208312e-9,1.216750149810873e-8,2.1729439275879676e-8
t570,2.4343604976328246e-9,2.704951149453455e-9,4.427389505181703e-9,1.2189022036069812e-8,2.1755723188337796e-8
t571,2.4560580652409026e-9,2.7317669399799136e-9,4.499686040389387e-9,1.2753144902319403e-8,2.2440655947929608e-8
t572,2.4929598568985014e-9,2.777495824425934e-9,4.6251151437282185e-9,1.3814990876325064e-8,2.371056170137772e-8
t573,2.4983605949298223e-9,2.7842014113330605e-9,4.643739155869129e-9,1.3982492460553602e-8,2.3908793622685613e-8
t574,2.492960110066656e-9,2.777496137603403e-9,4.62511601116417e-9,1.3814998433286533e-8,2.3710570692120764e-8
t575,2.492959522235688e-9,2.7774954060612687e-9,4.6251139791776504e-9,1.3814979928558515e-8,2.371054883603312e-8
t576,2.461313185820272e-9,2.738269685727681e-9,4.517356317332261e-9,1.2896116881172624e-8,2.2613056070052838e-8
t577,2.461313151542748e-9,2.738269641711889e-9,4.517356195046277e-9,1.2896115619694478e-8,2.2613054607995392e-8
t578,2.461313141176843e-9,2.7382696279388385e-9,4.517356156278942e-9,1.2896115153494303e-8,2.2613054078888926e-8
t579,2.456057114808513e-9,2.731765757201196e-9,4.499682822451168e-9,1.275311788837381e-8,2.2440623582834687e-8
t580,2.4560570858712756e-9,2.731765721395469e-9,4.499682725210838e-9,1.2753117108767252e-8,2.2440622641244834e-8
t581,2.456057106458974e-9,2.7317657475201814e-9,4.499682797090646e-9,1.2753117801106036e-8,2.2440623452175838e-8
t582,2.4613131429217036e-9,2.73826963234957e-9,4.517356171509255e-9,1.2896115686695388e-8,2.2613054633475913e-8
t583,2.449073611579114e-9,2.723129124198807e-9,4.4762980277957416e-9,1.2567046281142501e-8,2.2215547044716163e-8
t584,2.433500898278397e-9,2.703889873860569e-9,4.4245470320970226e-9,1.2167501621188878e-8,2.1729439425424865e-8
t585,2.4335008933664484e-9,2.7038898680194115e-9,4.424547016879351e-9,1.2167501557314293e-8,2.1729439335579505e-8
t586,2.4335008931270367e-9,2.703889867782181e-9,4.424547016338184e-9,1.2167501567271645e-8,2.1729439344519044e-8
t587,2.433500893269755e-9,2.7038898680055678e-9,4.424547016992315e-9,1.216750158007541e-8,2.172943935834305e-8
t588,2.4335008931810417e-9,2.7038898679094043e-9,4.424547016765215e-9,1.2167501580855438e-8,2.1729439358711098e-8
t589,2.433500893286555e-9,2.703889867983437e-9,4.424547016875866e-9,1.216750157285737e-8,2.1729439351003227e-8
t590,2.4335008935690084e-9,2.7038898683422133e-9,4.4245470178239905e-9,1.2167501577662302e-8,2.1729439357397515e-8
t591,2.4335008931561795e-9,2.703889867620134e-9,4.424547015651259e-9,1.2167501533852487e-8,2.172943931028006e-8
t592,2.4335008929335397e-9,2.703889867182138e-9,4.424547014284336e-9,1.2167501501680538e-8,2.1729439276080552e-8
t593,2.4335008932413634e-9,2.7038898676496423e-9,4.424547015631759e-9,1.2167501517917045e-8,2.172943929443981e-8
t594,2.433500899852326e-9,2.7038898761086766e-9,4.424547038553538e-9,1.2167501713588946e-8,2.172943952810349e-8
t595,2.4560569687486476e-9,2.7317655835593356e-9,4.499682359705489e-9,1.2753115350075468e-8,2.244062026208894e-8
t596,2.472077204042825e-9,2.7515989765206487e-9,4.553747747114576e-9,1.319720106028919e-8,2.2974624987967237e-8
t597,2.6181882835694723e-9,2.9338380608786043e-9,5.075504980875716e-9,1.8797335062962596e-8,2.942486638828639e-8
t598,2.472077054343317e-9,2.7515987901009773e-9,4.553747234453677e-9,1.3197196562556828e-8,2.29746196414548e-8
t599,2.463077576987108e-9,2.740453667727369e-9,4.523303218280203e-9,1.2944702204865078e-8,2.2671536667859757e-8
t600,2.461313167645974e-9,2.738269663495553e-9,4.517356257054322e-9,1.2896116418179743e-8,2.2613055506375592e-8
t601,2.4613131445399804e-9,2.738269633357938e-9,4.5173561727908535e-9,1.2896115483675376e-8,2.261305443436415e-8
t602,2.461313142388258e-9,2.7382696298449455e-9,4.5173561620723745e-9,1.2896115262304136e-8,2.2613054196609714e-8
t603,2.46131254960785e-9,2.7382688957208e-9,4.517354163430176e-9,1.2896098911085268e-8,2.2613034519844094e-8
t604,2.4588525648015658e-9,2.7352244920235612e-9,4.509074651556535e-9,1.2828850928851117e-8,2.253200263723278e-8
t605,2.4588524570646775e-9,2.7352243593411035e-9,4.5090742917674094e-9,1.28288481293844e-8,2.2531999237557592e-8
t606,2.46391784110699e-9,2.7414938759280224e-9,4.526137828280529e-9,1.2967943833391388e-8,2.2699493378706927e-8
t607,2.4451610630965184e-9,2.718292805796583e-9,4.463244734337326e-9,1.2464701570953737e-8,2.2091400174184164e-8
t608,2.4335008945697746e-9,2.703889869270548e-9,4.4245470199849585e-9,1.216750154226725e-8,2.172943932609253e-8
t609,2.433500893103259e-9,2.703889867639289e-9,4.42454701594333e-9,1.2167501548881716e-8,2.1729439325567595e-8
t610,2.4335008929647087e-9,2.703889867522215e-9,4.424547015725722e-9,1.2167501559797638e-8,2.1729439336010284e-8
t611,2.4335008929521133e-9,2.703889867568861e-9,4.424547015942703e-9,1.2167501572407493e-8,2.1729439348871172e-8
t612,2.433500892868501e-9,2.703889867362502e-9,4.424547015269591e-9,1.216750155320138e-8,2.1729439328701974e-8
t613,2.433500892855848e-9,2.703889867162836e-9,4.424547014501905e-9,1.2167501521403775e-8,2.1729439295924364e-8
t614,2.4335008928182424e-9,2.703889867022105e-9,4.424547014005653e-9,1.2167501502859764e-8,2.1729439276705765e-8
t615,2.4335008927322664e-9,2.7038898666641397e-9,4.424547012721938e-9,1.216750145735131e-8,2.1729439229469656e-8
t616,2.4335008926687104e-9,2.7038898662876956e-9,4.424547011331185e-9,1.216750140388769e-8,2.172943917417528e-8
t617,2.4335008926614275e-9,2.703889866163295e-9,4.424547010844928e-9,1.2167501381042357e-8,2.172943915071201e-8
t618,2.4335008933783383e-9,2.7038898670025447e-9,4.424547012962069e-9,1.2167501382357116e-8,2.1729439155700068e-8
t619,2.4335009562942024e-9,2.7038899446687133e-9,4.424547220750466e-9,1.2167502927113902e-8,2.1729441048827284e-8
t620,2.5164032734496604e-9,2.806627370510507e-9,4.70646232854886e-9,1.4567042310875535e-8,2.4596535283384563e-8
t621,2.4560574385933004e-9,2.7317661644359196e-9,4.499683935904411e-9,1.2753128018377473e-8,2.2440635557311106e-8
t622,2.456056980793648e-9,2.7317655971924624e-9,4.499682395146188e-9,1.2753115488532324e-8,2.244062046166462e-8
t623,2.456055877112813e-9,2.7317642304493077e-9,4.4996786868189645e-9,1.2753085548904791e-8,2.2440584343285875e-8
t624,2.4490736135277783e-9,2.7231291237397626e-9,4.476298023128238e-9,1.2567045809184032e-8,2.221554656957981e-8
t625,2.4490734809257854e-9,2.7231289582580708e-9,4.476297574204193e-9,1.2567042032504067e-8,2.2215542045892117e-8
t626,2.4451611470309066e-9,2.7182929039705685e-9,4.463244991983771e-9,1.246470270764428e-8,2.2091401750629525e-8
t627,2.4451611299188343e-9,2.7182928822091675e-9,4.463244932583393e-9,1.2464702148647657e-8,2.2091401093359053e-8
t628,2.4451610915952947e-9,2.7182928347016815e-9,4.4632448043706274e-9,1.246470113121408e-8,2.2091399861881687e-8
t629,2.445161088691319e-9,2.718292831350113e-9,4.4632447956443865e-9,1.2464701103732762e-8,2.2091399819418582e-8
t630,2.4451641935040422e-9,2.7182966694831435e-9,4.46325514470123e-9,1.2464781983966597e-8,2.2091497991655014e-8
t631,2.4335008964501865e-9,2.703889866280322e-9,4.424547005310277e-9,1.2167500638874263e-8,2.1729438406915048e-8
t632,2.433500892654363e-9,2.7038898631819773e-9,4.424546999111899e-9,1.2167500847993304e-8,2.1729438602941543e-8
t633,2.4335008923881262e-9,2.7038898641120162e-9,4.424547003237615e-9,1.2167501073116306e-8,2.1729438832854062e-8
t634,2.4335008925338146e-9,2.703889864998273e-9,4.4245470065037815e-9,1.2167501203900234e-8,2.1729438967936104e-8
t635,2.4335008925090435e-9,2.703889865241243e-9,4.424547007505367e-9,1.2167501251392291e-8,2.1729439016647946e-8
t636,2.4335008925312897e-9,2.703889865195212e-9,4.4245470072852934e-9,1.2167501239368288e-8,2.1729439004380083e-8
t637,2.4335008924275372e-9,2.7038898648018455e-9,4.424547005904447e-9,1.2167501191524686e-8,2.1729438954658518e-8
t638,2.4335008925448894e-9,2.703889864662418e-9,4.424547005133981e-9,1.2167501138010504e-8,2.1729438900351795e-8
t639,2.4335008930032314e-9,2.703889864976074e-9,4.4245470055894e-9,1.2167501097776805e-8,2.172943886134551e-8
t640,2.4335008927059675e-9,2.7038898645002075e-9,4.424547004168644e-9,1.2167501071092059e-8,2.172943883246688e-8
t641,2.433500892664554e-9,2.703889864526678e-9,4.4245470043375915e-9,1.2167501082420455e-8,2.1729438843949277e-8
t642,2.4335008937437706e-9,2.7038898661292057e-9,4.424547008894806e-9,1.2167501147748193e-8,2.1729438916515976e-8
t643,2.4451610857154935e-9,2.718292833022335e-9,4.46324480680052e-9,1.2464702024256174e-8,2.2091400749794522e-8
t644,2.4490738185706556e-9,2.7231293801199325e-9,4.476298719477831e-9,1.2567051743484628e-8,2.221555366165305e-8
t645,2.461520140118421e-9,2.738525843041245e-9,4.518053557611811e-9,1.2901803452088297e-8,2.2619902992859776e-8
t646,2.4490737768216933e-9,2.7231293279494767e-9,4.476298577779929e-9,1.2567050536872112e-8,2.221555221942321e-8
t647,2.4490736351046357e-9,2.7231291512935054e-9,4.476298098623036e-9,1.2567046535110251e-8,2.221554742013143e-8
t648,2.4490736081396247e-9,2.723129116264685e-9,4.476298001860257e-9,1.2567045504951103e-8,2.2215546231215668e-8
t649,2.445161164502775e-9,2.7182929257508073e-9,4.463245050848477e-9,1.246470318747576e-8,2.209140232857782e-8
t650,2.4451611344672937e-9,2.7182928874962657e-9,4.463244946324743e-9,1.246470219446661e-8,2.2091401162754914e-8
t651,2.4451611458791365e-9,2.718292900900455e-9,4.463244981603845e-9,1.2464702357202035e-8,2.2091401385585473e-8
t652,2.445161123204654e-9,2.7182928725769483e-9,4.4632449049066454e-9,1.2464701715854474e-8,2.209140061654272e-8
t653,2.4451611204923494e-9,2.7182928692640544e-9,4.463244896052325e-9,1.2464701657135446e-8,2.2091400542944176e-8
t654,2.447691570992662e-9,2.721420573369363e-9,4.471683207373791e-9,1.2530739531688544e-8,2.217153488342436e-8
t655,2.4335009525378135e-9,2.7038899334370084e-9,4.42454718246022e-9,1.2167501649084185e-8,2.1729439717519227e-8
t656,2.4335008928867503e-9,2.7038898612436988e-9,4.424546991087643e-9,1.216750044310085e-8,2.172943818831894e-8
t657,2.433500892361561e-9,2.7038898623644677e-9,4.424546996352239e-9,1.2167500759516065e-8,2.1729438510594332e-8
t658,2.433500892344003e-9,2.7038898635178606e-9,4.424547000933943e-9,1.2167500974979024e-8,2.172943873177483e-8
t659,2.433500892375573e-9,2.7038898641440546e-9,4.424547003344498e-9,1.2167501079983005e-8,2.172943883984713e-8
t660,2.433500892491278e-9,2.7038898645995494e-9,4.424547004939734e-9,1.2167501137997857e-8,2.172943890002842e-8
t661,2.433500892601675e-9,2.7038898648106013e-9,4.424547005568563e-9,1.2167501152034495e-8,2.172943891501533e-8
t662,2.433500892735082e-9,2.703889864873175e-9,4.424547005582841e-9,1.2167501132762066e-8,2.1729438895953166e-8
t663,2.4335008933890665e-9,2.7038898656041566e-9,4.424547007390441e-9,1.2167501129326251e-8,2.1729438895709915e-8
t664,2.433500895277215e-9,2.7038898680314436e-9,4.4245470139360654e-9,1.216750118283724e-8,2.1729438960081964e-8
t665,2.4335009076431135e-9,2.7038898836192743e-9,4.424547056013793e-9,1.2167501539524457e-8,2.172943938680064e-8
t666,2.4396974298361927e-9,2.7115420764468987e-9,4.445074194170041e-9,1.23240086923411e-8,2.1920322392794232e-8
t667,2.474050115238984e-9,2.75404349037523e-9,4.560446788136657e-9,1.3253623319011927e-8,2.3042163712762798e-8
t668,2.474050169301148e-9,2.7540435579602655e-9,4.560446974214816e-9,1.3253624988995621e-8,2.304216569047185e-8
t669,2.474076665979698e-9,2.7540763929121976e-9,4.560537031628535e-9,1.3254386565222276e-8,2.3043076655742707e-8
